Block Column	Block Row	Column	Row	Reporter Name	Reporter Database Entry[sgd]	Reporter Database Entry[image]	Reporter Database Entry[locus]	Reporter Database Entry[embl]	Control Type	Composite Element Name	Composite Element Database Entry[sgd]	Composite Element Database Entry[embl]	Composite Element Database Entry[locus]	Composite Element Database Entry[unigene:184:184]	Composite Element Database Entry[unigene:186:186]	Composite Element Comment
2	3	4	19	311003/MAGE.Reporter		284773		N63093								
3	1	20	28	99049/MAGE.Reporter		996786		AA532718								
4	12	18	17	311006/MAGE.Reporter		1620550	23034	AA992424								
4	4	8	17	311009/MAGE.Reporter		1552767	56243	AA927734								
1	11	1	15	221990/MAGE.Reporter		853975	4628	AA669531								
1	11	17	14	221991/MAGE.Reporter		852992		AA668226								
2	9	26	14	221992/MAGE.Reporter		232652		H72605								
1	10	9	14	221993/MAGE.Reporter		1055581	84062	AA620896								
4	9	17	16	221996/MAGE.Reporter		1416029	8462	AA948039								
3	8	18	14	221997/MAGE.Reporter		50494	9277	H17638								
3	4	24	13	221999/MAGE.Reporter		825660	5062	AA505055								
3	5	29	17	309812/MAGE.Reporter		1641156		AI015467								
4	8	21	18	309813/MAGE.Reporter		2009574	6862	AI337100								
3	7	12	17	309816/MAGE.Reporter		1602122		AA962237								
2	11	10	17	309818/MAGE.Reporter		1569658		AA934926								
3	11	19	17	309819/MAGE.Reporter		1626934	79695	AA994913								
1	8	23	17	311010/MAGE.Reporter		1626313	63920	AI018132								
4	5	17	19	311011/MAGE.Reporter		1643477		AI024100								
4	12	8	19	311013/MAGE.Reporter		287211		N66967								
1	6	30	18	311014/MAGE.Reporter		196551		R91573								
1	12	9	5	99058/MAGE.Reporter		289867		N62080								
3	2	22	18	311017/MAGE.Reporter		2021055	5994	AI365571								
1	4	14	22	188347/MAGE.Reporter		1671132	23164	AI075277								
1	3	4	18	311019/MAGE.Reporter		324935	6892	W48760								
4	7	1	17	309821/MAGE.Reporter		1527259	124152	AA917714								
1	11	10	17	309822/MAGE.Reporter		1601853	5229	AA989220								
3	8	19	19	309823/MAGE.Reporter		50713	57688	H17655								
2	12	9	19	309824/MAGE.Reporter		815783	80143	AA485037								
4	8	1	19	309826/MAGE.Reporter		742641	140461	AA400265								
4	7	9	19	309829/MAGE.Reporter		701337	26112	AA286789								
3	4	5	12	99062/MAGE.Reporter		136508	4939	R34567								
3	12	20	17	311020/MAGE.Reporter		1625568	60468	AI004995								
4	8	15	11	99064/MAGE.Reporter		769019	8737	AA426323								
2	6	12	18	311021/MAGE.Reporter		855389	6867	AA664006								
2	8	18	17	311022/MAGE.Reporter		1620806		AI004466								
2	3	14	10	99065/MAGE.Reporter		136104	4301	R33112								
4	12	10	17	311024/MAGE.Reporter		1579230		AA969721								
4	9	19	19	311026/MAGE.Reporter		1732811	7289	AI190411								
3	4	13	3	99069/MAGE.Reporter		142087		R69130								
3	9	9	19	311028/MAGE.Reporter		1536455	54148	AA919127								
1	10	14	22	188357/MAGE.Reporter		1671196		AI086010								
4	5	8	18	309830/MAGE.Reporter		1654697		AI022437								
4	4	23	18	309831/MAGE.Reporter		2012757	7837	AI356709								
2	9	29	17	309832/MAGE.Reporter		1628975	339162	AA994038								
1	6	14	18	309833/MAGE.Reporter		1499860	23023	AA886998								
2	4	11	17	309836/MAGE.Reporter		1581204	26005	AA969935								
4	5	4	17	309839/MAGE.Reporter		1534799	29053	AA918743								
3	2	5	3	99070/MAGE.Reporter		246117		N52397								
2	11	17	19	311031/MAGE.Reporter		1655081	55580	AI022231								
1	10	2	11	99074/MAGE.Reporter		665144	55174	AA195647								
3	5	8	18	311032/MAGE.Reporter		610411	9584	AA171948								
3	7	23	18	311033/MAGE.Reporter		460599	4661	AA700438								
1	6	7	19	311034/MAGE.Reporter		823632		AA490564								
1	10	6	18	311036/MAGE.Reporter		504630	58517	AA150143								
4	6	7	27	99079/MAGE.Reporter		1871204		AI261487								
2	8	14	18	311037/MAGE.Reporter		1574438	4320	AA954935								
4	11	14	18	311038/MAGE.Reporter		725126	831	AA404665								
3	10	21	19	309841/MAGE.Reporter		174830	79751	H29831								
1	1	12	19	309843/MAGE.Reporter		1639344		AI024818								
1	6	25	18	309846/MAGE.Reporter		234881	63826	H73097								
3	3	11	19	309847/MAGE.Reporter		1605530	84896	AA988334								
3	9	24	27	99080/MAGE.Reporter		1602336		AA989007								
4	6	10	18	309849/MAGE.Reporter		645485	7013	AA206327								
4	8	13	9	99083/MAGE.Reporter		502096	317649	AA129758								
2	5	11	17	311040/MAGE.Reporter		1570910	84959	AA932759								
3	11	30	8	99084/MAGE.Reporter		284583		N64780								
3	9	22	8	99086/MAGE.Reporter		249995		H98496								
3	6	2	17	311045/MAGE.Reporter		1555126	8545	AA931196								
2	12	19	19	311046/MAGE.Reporter		40125	4139	R52660								
2	1	18	10	99089/MAGE.Reporter		296748		N74052								
3	6	26	18	311048/MAGE.Reporter		232614		H73421								
4	4	11	19	311049/MAGE.Reporter		753666	56998	AA478738								
2	7	1	17	309850/MAGE.Reporter		1534328	27067	AA918240								
4	1	25	18	309851/MAGE.Reporter		1524001	80150	AA906865								
1	6	16	18	309852/MAGE.Reporter		1587847	4175	AA976533								
4	11	24	17	309853/MAGE.Reporter		1619753		AA991852								
3	4	23	20	237684/MAGE.Reporter		49794		H15256								
2	6	13	17	309855/MAGE.Reporter		1582133	80169	AA971066								
2	4	21	17	309858/MAGE.Reporter		1622129	223117	AI014877								
1	3	17	29	99090/MAGE.Reporter		119621		AI732251								
3	1	2	19	311051/MAGE.Reporter		786096	51434	AA448799								
4	9	32	28	99095/MAGE.Reporter		841318		AA487079								
1	9	21	28	99096/MAGE.Reporter		1010026	354	AA224996								
2	6	16	18	311054/MAGE.Reporter		1609537	65125	AI000971								
4	12	16	18	311055/MAGE.Reporter		1592837	10581	AA985421								
2	4	30	17	311056/MAGE.Reporter		1635601	55890	AI016010								
1	1	13	17	311059/MAGE.Reporter		1604664	9711	AA988215								
1	11	2	19	237693/MAGE.Reporter		31060		R18432								
1	4	28	18	309866/MAGE.Reporter		126627	9960	R06895								
4	9	12	18	309868/MAGE.Reporter		768936	55384	AA425780								
3	11	27	18	309869/MAGE.Reporter		132417		R25358								
2	1	3	17	311063/MAGE.Reporter		1535156	11163	AA937029								
2	3	22	19	311064/MAGE.Reporter		2017535	4038	AI369722								
2	5	28	18	311065/MAGE.Reporter		1587082	9730	AA939105								
1	12	17	18	309870/MAGE.Reporter		2018154	2109	AI364521								
4	3	3	19	309871/MAGE.Reporter		810468	55082	AA457133								
2	3	10	18	309872/MAGE.Reporter		788568	8874	AA452871								
4	1	2	18	309874/MAGE.Reporter		1642074		AI018026								
2	4	23	17	309876/MAGE.Reporter		1623158	85439	AA992626								
4	10	7	17	309877/MAGE.Reporter		1552521	50801	AA927439								
3	10	15	17	309878/MAGE.Reporter		1590245		AA978003								
1	1	31	24	311072/MAGE.Reporter		1878866		AI288592								
1	9	2	21	311077/MAGE.Reporter		1543895		AA921861								
4	1	19	20	311078/MAGE.Reporter		2306697	4828	AI650675								
2	2	6	17	309880/MAGE.Reporter		1550894	2651	AA913127								
3	7	20	11	119700/MAGE.Reporter		35394	145678	R25028								
3	8	30	18	309885/MAGE.Reporter		194334		H50664								
4	7	5	19	309887/MAGE.Reporter		341840	140766	W60649								
3	2	14	29	119703/MAGE.Reporter		307527		AI668678								
2	1	12	18	309888/MAGE.Reporter		1472754	1340	AA872391								
3	3	28	9	119704/MAGE.Reporter		429122	55930	AA004803								
2	1	10	3	119706/MAGE.Reporter		233347		H77533								
3	9	13	20	311087/MAGE.Reporter		2251833	4477	AI658727								
3	11	19	18	309891/MAGE.Reporter		41170		R56476								
4	6	10	17	309893/MAGE.Reporter		1578825	286336	AA961074								
2	4	25	17	309894/MAGE.Reporter		1631663	3927	AA994796								
3	6	18	17	309895/MAGE.Reporter		1624007		AA992570								
1	5	26	17	309896/MAGE.Reporter		1639605		AI024490								
1	8	8	17	309897/MAGE.Reporter		1560547	283710	AA954372								
1	5	31	18	309898/MAGE.Reporter		142678	23150	R71035								
2	6	17	19	309899/MAGE.Reporter		32122	55691	R42807								
1	2	2	10	119716/MAGE.Reporter		841650	7204	AA487480								
3	1	30	24	311090/MAGE.Reporter		1877561	84500	AI276041								
3	11	29	19	311091/MAGE.Reporter		1435315	153090	AA857732								
3	3	11	9	119719/MAGE.Reporter		784100	10611	AA443846								
1	7	22	25	311092/MAGE.Reporter		1946834	84293	AI339215								
4	3	11	22	311095/MAGE.Reporter		1656437	255394	AI040771								
3	1	19	8	119721/MAGE.Reporter		625616	10057	AA186613								
2	2	28	5	119722/MAGE.Reporter		810065	114049	AA455304								
3	7	3	27	119726/MAGE.Reporter		1984838		AI254515								
3	5	11	27	119729/MAGE.Reporter		1741749	10902	AI191290								
3	8	23	29	119730/MAGE.Reporter		118152		T92316								
3	7	32	11	119731/MAGE.Reporter		203352		H54796								
3	2	3	28	119732/MAGE.Reporter		1323590	6561	AA858019								
3	5	28	28	119733/MAGE.Reporter		913913		AA568400								
4	11	12	28	119734/MAGE.Reporter		1011324		AA228693								
1	6	6	12	119746/MAGE.Reporter		137704	5069	R37986								
4	9	29	14	223200/MAGE.Reporter		240174	65125	H89604								
4	4	14	14	223201/MAGE.Reporter		1048760	146691	AA626927								
1	11	28	13	223202/MAGE.Reporter		1591264	6888	AA955007								
4	6	5	14	223203/MAGE.Reporter		462174	55861	AA705417								
3	2	28	16	223206/MAGE.Reporter		1500388	220110	AA885851								
1	12	13	11	119750/MAGE.Reporter		812300	54872	AA455090								
3	3	7	10	119751/MAGE.Reporter		1031279	9844	AA609056								
3	5	28	13	223208/MAGE.Reporter		1579639	3458	AA969504								
4	6	5	3	119755/MAGE.Reporter		240977		H80993								
4	2	4	13	223212/MAGE.Reporter		450569	130	AA704261								
4	4	27	12	223213/MAGE.Reporter		324651	51102	W47099								
2	5	3	14	223215/MAGE.Reporter		1486056	1687	AA936738								
2	3	10	16	223217/MAGE.Reporter		545632	10296	AA079027								
2	9	14	13	223219/MAGE.Reporter		898016	22828	AA598929								
2	12	22	9	119763/MAGE.Reporter		731202	81567	AA417252								
4	1	32	8	119767/MAGE.Reporter		731438		AA412212								
4	9	31	5	119769/MAGE.Reporter		310138	2295	N98485								
3	5	5	13	223220/MAGE.Reporter		746169	28232	AA417621								
3	12	25	15	223221/MAGE.Reporter		361369		AA017355								
1	2	7	15	223222/MAGE.Reporter		25069	23352	R38966								
1	7	15	15	223223/MAGE.Reporter		897609	55681	AA496859								
3	10	32	14	223224/MAGE.Reporter		448059	348801	AA702684								
4	7	23	5	119770/MAGE.Reporter		305920	84162	N90419								
3	4	7	15	223227/MAGE.Reporter		23095	125488	R38630								
3	10	20	29	119771/MAGE.Reporter		80879		AI820537								
1	4	15	12	223228/MAGE.Reporter		264575	222174	N20322								
4	5	24	27	119772/MAGE.Reporter		1560389		AA948509								
1	2	29	16	223229/MAGE.Reporter		1504204		AA904730								
2	4	15	28	119775/MAGE.Reporter		1114498	26088	AA614158								
3	11	24	28	119779/MAGE.Reporter		1010178	6563	AA228899								
4	4	31	14	223230/MAGE.Reporter		378242	58491	AA777024								
2	1	22	16	223234/MAGE.Reporter		1435481	140609	AA972531								
3	5	15	12	223235/MAGE.Reporter		271799	9734	N31605								
4	12	7	28	119780/MAGE.Reporter		1237711		AA805012								
2	7	30	13	223238/MAGE.Reporter		824212	26031	AA490967								
4	12	5	15	223239/MAGE.Reporter		239792		H80615								
1	9	14	5	119789/MAGE.Reporter		287762		N62248								
4	2	29	12	223244/MAGE.Reporter		343919	7468	W69960								
1	10	10	15	223245/MAGE.Reporter		22867	64760	R38548								
2	4	5	4	119790/MAGE.Reporter		234468		H94819								
4	7	11	12	223246/MAGE.Reporter		395967		AA757567								
2	2	29	3	119791/MAGE.Reporter		204638	25949	H56931								
3	12	6	14	223247/MAGE.Reporter		502774	55002	AA137197								
3	11	4	16	223248/MAGE.Reporter		462192		AA705436								
1	7	16	13	223249/MAGE.Reporter		701677	55603	AA287004								
2	2	6	29	119797/MAGE.Reporter		725634	9868	AA293655								
4	7	13	29	119798/MAGE.Reporter		161204	24145	AI668599								
4	12	8	13	223250/MAGE.Reporter		451161		AA704749								
3	2	28	15	223251/MAGE.Reporter		378433	55344	AA775600								
4	7	3	16	223252/MAGE.Reporter		435547	64288	AA701913								
1	11	17	15	223253/MAGE.Reporter		171949	81550	H18980								
3	12	28	12	223256/MAGE.Reporter		431869	57572	AA678373								
3	10	9	15	223257/MAGE.Reporter		788605	283476	AA452897								
1	8	18	12	223258/MAGE.Reporter		281706	55727	N48062								
3	5	18	15	223259/MAGE.Reporter		51860	89853	H23105								
1	11	32	14	223260/MAGE.Reporter		453602		AA679571								
4	4	17	14	223261/MAGE.Reporter		32080	56980	R17323								
1	5	23	14	223262/MAGE.Reporter		120644	84897	T95577								
2	2	9	12	223264/MAGE.Reporter		714414	7384	AA291991								
3	11	17	12	223265/MAGE.Reporter		289499	125228	N63996								
3	9	31	16	223266/MAGE.Reporter		1572196	64094	AA931725								
2	11	15	14	223268/MAGE.Reporter		757157	81555	AA443946								
3	4	22	13	223269/MAGE.Reporter		825031	51068	AA489210								
2	4	14	25	318300/MAGE.Reporter		1902443	64777	AI302188								
4	12	21	25	318306/MAGE.Reporter		1931639	3912	AI333359								
2	8	3	18	318307/MAGE.Reporter		195419	5757	R88930								
4	4	24	16	223270/MAGE.Reporter		1461120	8847	AA867999								
1	9	30	12	223273/MAGE.Reporter		435529		AA701905								
4	8	32	13	223276/MAGE.Reporter		460832	23195	AA708181								
2	2	20	13	223277/MAGE.Reporter		815108	221154	AA465202								
4	8	10	13	223278/MAGE.Reporter		505912	55818	AA778278								
2	8	19	20	318310/MAGE.Reporter		2325844	1622	AI688440								
1	6	20	15	223281/MAGE.Reporter		135348	65220	R32482								
3	4	27	14	223283/MAGE.Reporter		446892	8856	AA699679								
1	11	20	12	223285/MAGE.Reporter		298143	55870	N70786								
3	5	20	15	223286/MAGE.Reporter		177539	28964	H42462								
1	11	2	15	223287/MAGE.Reporter		855689		AA663923								
1	12	18	14	223288/MAGE.Reporter		51829	55904	H22947								
1	7	25	14	223289/MAGE.Reporter		448397		AA777534								
4	3	6	25	318320/MAGE.Reporter		1880989	7088	AI268473								
4	8	4	21	318321/MAGE.Reporter		1526589		AA923434								
3	11	1	23	318324/MAGE.Reporter		209262	2934	H65489								
3	7	11	21	318327/MAGE.Reporter		1565118		AA931379								
1	7	10	14	223290/MAGE.Reporter		759201	284172	AA436960								
2	5	19	12	223292/MAGE.Reporter		256981		N30224								
3	1	17	16	223294/MAGE.Reporter		1467175		AA884697								
2	3	9	14	223296/MAGE.Reporter		745216	10294	AA626868								
2	5	23	13	223297/MAGE.Reporter		746204	147172	AA417699								
4	9	23	8	112501/MAGE.Reporter		897597	50628	AA496846								
1	2	32	15	223299/MAGE.Reporter		385028	392	AA709154								
4	7	31	5	112502/MAGE.Reporter		257287	11059	N29619								
3	8	8	4	112504/MAGE.Reporter		115223		T86602								
3	8	20	29	112505/MAGE.Reporter		80854		AI820504								
3	2	18	10	112506/MAGE.Reporter		782270		AA431736								
2	2	15	28	112508/MAGE.Reporter		1114425		AA613921								
2	9	17	25	318334/MAGE.Reporter		1926334		AI346180								
1	10	17	20	318335/MAGE.Reporter		121919		T97956								
4	11	12	22	318338/MAGE.Reporter		1656830		AI040621								
3	9	24	28	112512/MAGE.Reporter		1010172		AA228893								
4	10	7	28	112513/MAGE.Reporter		1237599		AA714460								
1	8	30	28	112514/MAGE.Reporter		897999		AA598888								
4	12	32	24	318342/MAGE.Reporter		1870919	151246	AI262665								
4	8	14	20	318343/MAGE.Reporter		1855332	2034	AI286222								
3	5	20	22	318345/MAGE.Reporter		1693563		AI123130								
1	7	21	25	318347/MAGE.Reporter		1946456	53340	AI339437								
3	5	5	21	318349/MAGE.Reporter		1544273	55892	AA923198								
1	1	2	29	105300/MAGE.Reporter		769754	24145	AA428957								
3	8	9	12	105300/MAGE.Reporter		769754	24145	AA428957								
1	3	1	4	105303/MAGE.Reporter		292542	131880	N68473								
3	12	17	5	105304/MAGE.Reporter		347546	30001	W79703								
3	12	30	3	112522/MAGE.Reporter		232624		H72588								
1	2	25	11	112523/MAGE.Reporter		435597	3359	AA703169								
1	1	25	3	105308/MAGE.Reporter		241475	351391	H90421								
1	4	1	3	105309/MAGE.Reporter		108265	147184	T70541								
1	12	9	22	318353/MAGE.Reporter		1663842	9380	AI041628								
4	5	13	29	112527/MAGE.Reporter		160912		AI668598								
4	11	27	9	112529/MAGE.Reporter		840503	79365	AA485896								
1	3	28	20	318356/MAGE.Reporter		1517288	349066	AA903253								
1	10	11	20	318357/MAGE.Reporter		2109664	1788	AI392759								
2	8	21	11	105313/MAGE.Reporter		786544	9987	AA452122								
3	11	17	3	112531/MAGE.Reporter		295973	22876	N73551								
1	9	6	10	105314/MAGE.Reporter		1030741		AA608964								
3	9	9	3	112532/MAGE.Reporter		151896	22894	H03208								
2	6	13	11	105315/MAGE.Reporter		768606		AA425128								
1	4	19	3	105316/MAGE.Reporter		142733		R71075								
3	11	22	25	318360/MAGE.Reporter		1946363	55298	AI339335								
1	2	11	3	105318/MAGE.Reporter		127096		R08109								
1	9	20	20	318363/MAGE.Reporter		815057	55196	AA465171								
2	10	1	10	112541/MAGE.Reporter		203767		H56091								
2	6	27	20	318371/MAGE.Reporter		1486253		AA922329								
1	7	10	8	112545/MAGE.Reporter		45508		H08223								
3	10	11	7	112546/MAGE.Reporter		41835	114786	R54211								
3	12	12	20	318372/MAGE.Reporter		2108551		AI492087								
1	5	21	8	105331/MAGE.Reporter		252658	22871	H87925								
1	3	13	7	105332/MAGE.Reporter		33408		R19011								
3	12	13	8	105333/MAGE.Reporter		627055	83606	AA190998								
4	2	17	10	105336/MAGE.Reporter		589967	58491	AA147769								
3	6	14	27	105338/MAGE.Reporter		1699391		AI050009								
1	11	32	24	318381/MAGE.Reporter		1879169	23011	AI288525								
4	5	10	17	112555/MAGE.Reporter		1568895		AA933026								
2	8	17	27	112555/MAGE.Reporter		1568895		AA933026								
4	2	3	15	112556/MAGE.Reporter		845780		AA773190								
4	10	27	28	112556/MAGE.Reporter		845780		AA773190								
2	8	14	25	318383/MAGE.Reporter		1902564		AI300077								
1	8	30	19	318384/MAGE.Reporter		1020220		AA683366								
3	9	25	19	318387/MAGE.Reporter			127435	AA707467								
2	5	19	21	318389/MAGE.Reporter		1569217	83737	AA973538								
1	6	5	28	105341/MAGE.Reporter		1374087		AA829159								
3	12	13	28	105343/MAGE.Reporter		1126900		AA665730								
2	1	30	28	105344/MAGE.Reporter		840457		AA485872								
1	4	3	18	244906/MAGE.Reporter		230505	439	H81141								
1	11	16	7	112563/MAGE.Reporter		32587	8774	R20261								
3	2	18	5	112564/MAGE.Reporter		365425	84137	AA025246								
2	9	11	22	318391/MAGE.Reporter		1657008		AI038387								
1	5	1	4	112565/MAGE.Reporter		132549	53942	R25901								
2	7	13	20	318393/MAGE.Reporter		2057931	4072	AI340883								
1	3	25	3	112567/MAGE.Reporter		241497	27125	H90434								
2	9	25	22	318394/MAGE.Reporter		1698064	7013	AI144010								
1	6	1	3	112568/MAGE.Reporter		110893		T82879								
1	1	11	21	318398/MAGE.Reporter		1565335		AA932366								
2	9	10	23	318399/MAGE.Reporter		1743133	3146	AI193383								
4	9	30	11	112570/MAGE.Reporter		50887	5900	H19200								
4	8	30	3	105354/MAGE.Reporter		204558	23421	H56894								
4	1	15	10	112572/MAGE.Reporter		192242		H41165								
2	12	6	4	99102/MAGE.Reporter		197414		R86949								
1	11	15	29	112575/MAGE.Reporter		565724		AA127541								
1	6	19	3	112577/MAGE.Reporter		241482	23250	H80707								
3	7	13	5	99105/MAGE.Reporter		245768	55719	N55266								
1	4	11	3	112578/MAGE.Reporter		127099	56288	R08116								
2	10	30	3	99106/MAGE.Reporter		292628		N62677								
2	11	8	12	99108/MAGE.Reporter		246881	26118	N53236								
4	1	17	11	105361/MAGE.Reporter		726414		AA399166								
4	9	16	3	105365/MAGE.Reporter		121898	27161	T97737								
4	5	5	10	112586/MAGE.Reporter		127169	23198	R08150								
4	9	12	29	99114/MAGE.Reporter		159279		AI820768								
3	6	14	9	112588/MAGE.Reporter		897656	10160	AA496796								
3	2	14	8	112589/MAGE.Reporter		79589	84890	T62724								
2	5	18	8	105371/MAGE.Reporter		842762	114884	AA486183								
1	5	13	7	112590/MAGE.Reporter		46829		H10047								
3	8	32	9	105374/MAGE.Reporter		591095	64710	AA158345								
2	3	10	8	105375/MAGE.Reporter		51951		H23037								
4	12	1	18	244937/MAGE.Reporter		263892	1984	N28521								
2	6	22	29	105379/MAGE.Reporter		76906		AI821010								
1	10	29	27	112597/MAGE.Reporter		1535240	6555	AA918012								
1	12	31	13	112597/MAGE.Reporter		1535240	6555	AA918012								
1	10	32	9	99124/MAGE.Reporter		489407	23456	AA045640								
3	8	14	27	112598/MAGE.Reporter		1699399		AI050021								
3	1	18	9	99125/MAGE.Reporter		795148	153241	AA453446								
3	7	9	8	99128/MAGE.Reporter		40338	26047	R53072								
2	8	20	10	105380/MAGE.Reporter		272192	10915	N35493								
1	1	16	27	105382/MAGE.Reporter		1861608		AI053480								
2	5	2	28	105384/MAGE.Reporter		1174577	4705	AA657981								
3	1	25	27	105386/MAGE.Reporter		1553676	55816	AA962632								
4	1	12	21	105386/MAGE.Reporter		1553676	55816	AA962632								
1	2	4	11	99130/MAGE.Reporter		665701	340481	AA194070								
2	1	10	28	105387/MAGE.Reporter		1011106		AA229123								
3	3	2	27	99134/MAGE.Reporter		1984451		AI252922								
3	9	1	28	99137/MAGE.Reporter		1386233		AA847324								
3	4	9	28	99138/MAGE.Reporter		1115187		AA602938								
3	9	26	28	99139/MAGE.Reporter		911129		AA480771								
1	6	15	22	188428/MAGE.Reporter		1671698	57492	AI052410								
3	2	32	18	309900/MAGE.Reporter		198914		H82971								
2	2	14	18	309902/MAGE.Reporter		1569465	3508	AA973928								
3	6	5	18	309903/MAGE.Reporter		248965	10556	H82277								
4	12	25	5	105390/MAGE.Reporter		324437	2919	W46900								
2	6	15	5	105391/MAGE.Reporter		357531	4925	W93954								
2	12	5	19	309905/MAGE.Reporter		285728	667	N67598								
1	1	3	17	309906/MAGE.Reporter		1561875	163255	AA953445								
4	10	17	5	105393/MAGE.Reporter		327179		AA284248								
4	6	14	18	309908/MAGE.Reporter		1541958	5450	AA928017								
2	7	32	5	105394/MAGE.Reporter		278938	51144	N66644								
4	8	20	17	309909/MAGE.Reporter		1621315		AA994563								
1	5	28	11	105396/MAGE.Reporter		196544	96610	R91566								
1	11	12	20	311100/MAGE.Reporter		2249736	6403	AI659868								
3	6	21	11	105399/MAGE.Reporter		796659	11061	AA460129								
1	2	15	5	99145/MAGE.Reporter		279964		N57550								
1	8	15	22	188430/MAGE.Reporter		1671735	65125	AI056568								
4	3	26	3	99147/MAGE.Reporter		196222	7009	R92962								
4	4	5	21	311105/MAGE.Reporter		1533695	9709	AA917683								
4	4	16	25	311109/MAGE.Reporter		1902864		AI302216								
4	3	11	17	309911/MAGE.Reporter		1569801	9921	AA961109								
2	7	19	19	309913/MAGE.Reporter		1876994	444	AI275398								
3	10	1	19	309914/MAGE.Reporter		588436	51495	AA149624								
3	3	9	19	309916/MAGE.Reporter		1534592	55233	AA923504								
3	12	7	18	309918/MAGE.Reporter		781418	9284	AA428627								
4	5	18	28	99150/MAGE.Reporter		916369		AA573663								
4	10	1	3	99158/MAGE.Reporter		277274	79364	N41041								
4	6	20	3	99159/MAGE.Reporter		202514	1788	H53133								
4	3	21	21	311116/MAGE.Reporter		1570339	196264	AA932586								
2	8	4	21	311117/MAGE.Reporter		1527082	27094	AA917510								
1	10	29	17	309921/MAGE.Reporter		1638596	5991	AI017287								
4	7	16	18	309922/MAGE.Reporter		712464	10144	AA280107								
1	3	6	18	309923/MAGE.Reporter		564849	10806	AA129218								
2	5	14	20	244971/MAGE.Reporter		78497	1576	T60367								
2	10	24	19	237757/MAGE.Reporter		150021		H00916								
4	10	7	20	311120/MAGE.Reporter		1552985	2067	AA928611								
3	5	4	10	99166/MAGE.Reporter		241537		H90507								
1	8	13	25	311126/MAGE.Reporter		1909873	54622	AI350192								
1	6	11	9	99169/MAGE.Reporter		594585		AA169633								
4	11	8	29	99169/MAGE.Reporter		594585		AA169633								
4	5	12	23	311128/MAGE.Reporter		1744013	158402	AI192701								
1	10	15	22	188457/MAGE.Reporter		1671817	57577	AI056457								
2	12	2	19	309932/MAGE.Reporter		31839	3603	R17227								
3	10	9	18	309933/MAGE.Reporter		1636069	6182	AI015536								
1	9	10	19	309935/MAGE.Reporter		1604642	135138	AA988119								
1	1	8	18	309939/MAGE.Reporter		753969	9231	AA478949								
2	12	13	8	99171/MAGE.Reporter		731360	151610	AA416789								
4	6	3	3	99172/MAGE.Reporter		121577	80176	T97924								
4	5	30	5	99174/MAGE.Reporter		505005	7013	AA151294								
2	7	20	21	311131/MAGE.Reporter		1569683	23363	AA960930								
1	2	5	20	311133/MAGE.Reporter		1755555	9064	AI204398								
1	1	2	23	311136/MAGE.Reporter		321394	29116	W32276								
3	1	21	27	99179/MAGE.Reporter		1593948	1298	AA987846								
2	9	26	22	311137/MAGE.Reporter		1698342	3588	AI096666								
1	8	23	18	309940/MAGE.Reporter		2047854	2620	AI374985								
4	2	32	17	309942/MAGE.Reporter		1635958	5638	AI017663								
4	3	24	19	309944/MAGE.Reporter		2028916	259230	AI261602								
1	4	3	19	309949/MAGE.Reporter		594770	79838	AA172076								
1	1	12	21	311140/MAGE.Reporter		1565542	2028	AI184893								
4	5	9	25	311144/MAGE.Reporter		1897178	340719	AI299731								
3	4	6	20	311147/MAGE.Reporter		1745349	9172	AI186799								
1	4	2	18	309953/MAGE.Reporter		840763		AA486077								
4	1	18	17	309958/MAGE.Reporter		1609372	11035	AI000839								
3	2	2	18	309959/MAGE.Reporter		785868	2321	AA449301								
4	7	21	5	99190/MAGE.Reporter		134283		R31180								
4	5	13	4	99192/MAGE.Reporter		130773	9570	R22155								
2	12	3	4	99193/MAGE.Reporter		246652		N57713								
1	2	32	11	99195/MAGE.Reporter		129570		R14976								
2	5	18	18	309960/MAGE.Reporter		1869538	9938	AI264291								
1	1	8	17	309961/MAGE.Reporter		1564597		AA960842								
4	5	7	17	309964/MAGE.Reporter		1540311		AA926836								
4	3	23	17	309966/MAGE.Reporter		1619460	11139	AI002000								
2	9	8	25	311160/MAGE.Reporter		1882055	6840	AI291307								
1	7	21	20	311163/MAGE.Reporter		124546		R01923								
4	1	5	20	311165/MAGE.Reporter		298696	10471	N74677								
3	9	5	19	309972/MAGE.Reporter		44411	284282	H06388								
4	3	30	18	309973/MAGE.Reporter		1636476	8790	AI000473								
2	3	3	18	309975/MAGE.Reporter		1643151	55650	AI025535								
2	11	19	18	309976/MAGE.Reporter		1896746	24149	AI298194								
3	9	6	21	311176/MAGE.Reporter		1550739	29128	AA908902								
3	10	22	20	311177/MAGE.Reporter		248829	4015	H80736								
4	1	23	18	309984/MAGE.Reporter		1914634	11101	AI308855								
2	10	10	10	119800/MAGE.Reporter		66715		T64887								
4	11	31	18	309986/MAGE.Reporter		1669672		AI057267								
1	5	15	19	309987/MAGE.Reporter		1642847		AI024054								
1	11	29	17	309988/MAGE.Reporter		1641282	165055	AI016258								
2	8	21	18	309989/MAGE.Reporter		2010949	4200	AI361039								
1	7	1	25	311182/MAGE.Reporter		1895419	79091	AI291404								
4	9	19	25	311185/MAGE.Reporter		1926024	83596	AI346525								
4	1	22	20	311189/MAGE.Reporter		2309141	976	AI651871								
2	7	20	17	309990/MAGE.Reporter		1618400	11101	AI015417								
1	5	19	17	309991/MAGE.Reporter		1627058		AA994363								
