clone.id	gene.name	unigene.id	genbank.acc
1948621		NA	NA
236160	LOC51663	Hs.173518	H61311
277346	C1GALT1	Hs.46744	N47633
754080	ICAM3	Hs.99995	AA478647
1031551		NA	NA
366902	SLPI	Hs.251754	AA026099
430549	FLJ20989	Hs.169615	AA677722
1871074		Hs.145573	AI262337
867697		Hs.187607	AA780835
448036	BM039	Hs.283532	AA702803
745397	MGC2594	Hs.181551	AA625765
1647027	CDYL	Hs.16081	AI033930
462778	MALT1	Hs.180566	AA706088
780947	POLD1	Hs.99890	AA429661
868472	CLIC4	Hs.25035	AA634261
417694	CREBBP	Hs.23598	W89077
430763	SELB	Hs.6522	AA677984
108672		NA	NA
416614		Hs.304825	W86464
685031		Hs.297928	AA252498
262865	SEC22L1	Hs.50785	H99650
2321104	FLNC	Hs.58414	AI675658
428184		Hs.293960	AA001709
746321	PDE4D	Hs.172081	AA481397
434864		Hs.29904	AA701232
564231	KIAA0560	Hs.129952	AA121387
23576	PDX1	Hs.74642	R38347
23554	ITSN2	Hs.166184	R38274
784052	KIAA1143	Hs.173042	AA431932
376475	TNFSF13	Hs.54673	AA041396
396045	AASDHPPT	Hs.64595	AA757659
812144	FLJ20580	Hs.146861	AA455374
448193	ARNT	Hs.166172	AA702185
1671698	KIAA1235	Hs.73287	AI052410
1732823		NA	NA
815276	DKFZp547L134	Hs.9877	AA481531
177419	LOC56904	Hs.30002	H42583
755855	SLC25A6	Hs.164280	AA496376
297405		Hs.54593	N90168
1048981		Hs.191812	AA778627
785542	NRXN3	Hs.22269	AA450335
347293		Hs.24222	W80808
723799		Hs.178009	AA235536
754112		Hs.30861	AA478664
1211795	RPLP0	Hs.73742	AA687094
40449		Hs.278877	R53258
795590	FLJ11795	Hs.84560	AA459693
1460037		Hs.24183	AA864770
1055376		NA	NA
362686		NA	NA
82290		Hs.10957	T68994
1472735	MT1E	Hs.74170	AA872383
251618	DNCH1	Hs.7720	H97017
669485	EGFR	Hs.77432	AA234715
511218		Hs.146245	AA085712
51070	STAG3	Hs.20132	H17115
1115508		Hs.190258	AA603350
359901		Hs.103426	AA035770
1570572		Hs.126860	AA932346
788386	GL002	Hs.9567	AA456413
742695		Hs.296356	AA400297
81198		Hs.94499	T57061
795538	FLJ13044	Hs.99486	AA459651
133717	TRAP150	Hs.108319	R27767
290607	NEK1	Hs.48332	N71695
290422	ZNF216	Hs.3776	N62343
2310272	DHCR7	Hs.11806	AI652764
347268	FLJ21841	Hs.29076	W80791
1849828		Hs.133209	AI249049
79655	MGC2722	Hs.11039	T62509
1626129		Hs.130628	AI005150
52974	FLJ20411	Hs.108894	H29625
1734480		Hs.147059	AI188205
788225		Hs.303520	AA453441
50295	KIAA0417	Hs.12385	H17165
358212		Hs.55497	W95414
131110	APC7	Hs.52763	R23929
773469	KIAA1436	Hs.300591	AA427887
260259		Hs.42235	H96791
320571		Hs.86412	W31378
796739	SLC17A3	Hs.9788	AA460716
78845		NA	NA
46091	KIAA0923	Hs.22587	H08594
1707953	KIAA1102	Hs.202949	AI126975
202795		Hs.144168	H53963
884766	TEGT	Hs.74637	AA629591
1638893	SLC16A6	Hs.114924	AI016779
376941		Hs.76550	AA046815
195988		Hs.315495	R91401
124578		Hs.91226	R02294
785732	BM036	Hs.7731	AA449345
415707		Hs.108068	W78889
180885	KIAA0322	Hs.153685	R87212
140966		Hs.28739	R66502
784105		Hs.98470	AA432064
309591	EP300	Hs.25272	N94428
74119	SNRPN	Hs.48375	T54926
50685	KIAA1414	Hs.92991	H16829
YOR085W	ORF	NA	NA
840517	PSME3	Hs.152978	AA486324
1940317		Hs.156798	AI352147
YNL177C	ORF	NA	NA
280909	ZHX1	Hs.12940	N50828
399604	HEXA	Hs.119403	AA733203
2312000	BLCAP	Hs.5300	AI669109
251753		Hs.42251	H96908
812073	TLE2	Hs.285340	AA455995
303127		Hs.81920	AI668655
1472698	QP-C	Hs.3709	AA873152
187029		NA	NA
667598	PSIP1	Hs.82110	AA227982
825813		Hs.12420	AA505136
1841978		Hs.122954	AI221088
810861	FLJ23443	Hs.4291	AA458966
754026	SMURF2	Hs.194477	AA478756
1897189	FLJ20280	Hs.270134	AI299748
2306682	AKAP9	Hs.58103	AI650647
46154	BAP1	Hs.106674	H09065
138444	CCND1	Hs.82932	R68272
262966		Hs.42738	H99799
491367		Hs.42392	AA148524
118518		Hs.172208	T92581
134368		Hs.172932	R31946
147112		NA	NA
487338		NA	NA
258966	RPS6KA5	Hs.109058	N31641
327353	SLC24A1	Hs.173092	W02204
284805		Hs.48444	N59871
703972	KIAA0699	Hs.17411	AA279081
486483		Hs.98288	AA044442
840884	XPC	Hs.320	AA482230
277621	FLJ23518	Hs.112250	N49389
812248		Hs.64313	AA455044
232624		Hs.39429	H72588
431284		Hs.50476	AA682626
129088		Hs.20685	R10859
140131	ACADL	Hs.1209	R66005
YOR066W	ORF	NA	NA
241164		NA	NA
66608		Hs.189762	T67138
41321		Hs.26568	R56754
782853	AIP4	Hs.98074	AA448286
41184		NA	NA
1574353		Hs.174395	AA974643
502364	FLJ12496	Hs.129445	AA134752
754474		Hs.98073	AA410310
1609029		Hs.129239	AA991469
548995		NA	NA
307189	FLJ20707	Hs.109441	N93403
46294		Hs.12364	H09132
291399		Hs.204692	N72295
262028		NA	NA
126458		Hs.188518	R06601
1325751		Hs.166079	AA873089
50774		Hs.27536	H16804
247469	H17	Hs.16361	N58073
144867	KIAA1046	Hs.89519	R78475
267135		NA	NA
363007		NA	NA
269788	SEDLP	Hs.5699	N27139
246703	OFD1	Hs.6483	N57749
470128	MYO1C	Hs.82251	AA029956
73252	HMGCS1	Hs.77910	T56013
1754070		Hs.136768	AI204527
1901924		Hs.48441	AI302997
1714689		Hs.151145	AI128422
44030		Hs.25425	H05785
277165	TMEFF1	Hs.78531	N40940
502682	ENIGMA	Hs.102948	AA125911
840686	WDR13	Hs.12142	AA486356
1710705		Hs.152082	AI127590
795832		Hs.9070	AA461497
186677		Hs.288029	R83380
809951		Hs.26425	AA454823
782718	DKFZP434D156	Hs.6880	AA447974
858153	NFIL3	Hs.79334	AA633811
461149		Hs.117097	AA699753
234736	GATA6	Hs.50924	H77651
731339	LOC51580	Hs.278573	AA416783
711473		Hs.265982	AA280660
43198	DCK	Hs.709	H05489
866882	FDFT1	Hs.48876	AA679352
757137		Hs.250842	AA443933
753162	KIAA0603	Hs.173802	AA400457
788217		Hs.34359	AA453437
128245	BK1048E9.5	Hs.6657	R09869
2284924	KIAA0882	Hs.90419	AI628353
257823		Hs.113660	N30639
1658257	DKFZp762D1011	Hs.49933	AI039422
YOR140W	ORF	NA	NA
294503		Hs.269641	N69528
724609		Hs.104643	AA291395
1011706		NA	NA
176960		NA	NA
624577	KIAA0337	Hs.45180	AA187340
811053		Hs.104965	AA485438
136073		Hs.296287	R34240
491763	IL1B	Hs.126256	AA150507
450800		Hs.117268	AA682572
950689	MAPRE2	Hs.78335	AA608576
287687	IFNAR1	Hs.1513	N59150
809946	IFRD2	Hs.315177	AA454813
813815		Hs.321653	AA447727
811040		Hs.48919	AA485425
795522	TAF1C	Hs.153022	AA454217
1011370		Hs.104238	AA229722
813249	SEC22L1	Hs.50785	AA455917
307645	AF053356-CDS2	Hs.296336	N93582
YLR130C	ORF	NA	NA
133386		Hs.238996	R27212
1858204		Hs.148745	AI225092
201517		Hs.177269	R97031
206547		NA	NA
1031017	FLJ12542	Hs.236940	AA609857
346538		Hs.55410	W74418
1603044	GRM8	Hs.86204	AA988505
1114524		Hs.20787	AA614177
823627		Hs.173684	AA490561
824608	TTS-2.2	Hs.118463	AA490998
294740		Hs.326048	N69252
813168	IRS1	Hs.96063	AA456306
726849	FLJ11109	Hs.23607	AA293784
365508	MYBBP1A	Hs.22824	AA009454
878129	SOX3	Hs.157429	AA775423
1535156	NUDT4	Hs.92381	AA937029
83342	FLJ10853	Hs.72085	T68430
39266		Hs.25843	R51872
769698		NA	NA
278687	COPB2	Hs.75724	N62924
301158	APPL	Hs.27413	N81130
191877	BAZ2A	Hs.277401	H40479
897656	FARP1	Hs.183738	AA496796
469235	RPL5	Hs.180946	AA026170
1657539	TERE1	Hs.40834	AI040821
565075	STC1	Hs.25590	AA126561
503824	p25	Hs.29353	AA133959
824122	BM022	Hs.283693	AA490609
201727	BCL6	Hs.155024	R99749
203008	FLJ10956	Hs.144407	H54262
645956	FLJ10493	Hs.279610	AA196635
784279	OXR1	Hs.169111	AA447498
1626217		Hs.130653	AI005458
1562559		Hs.127222	AA939346
34294		Hs.292653	R24547
782822		Hs.37902	AA448255
627112	SENP2	Hs.3355	AA190626
1506605		NA	NA
839545		Hs.156710	AA489791
1386241		Hs.124558	AA847335
898147	FLJ20417	Hs.10710	AA598505
795647	MBD1	Hs.6211	AA459922
845602	KIAA0179	Hs.152629	AA644334
22918	P40	Hs.74407	R45255
949940	RPL27A	Hs.76064	AA599178
486179		Hs.6226	AA043254
32887	KIAA1363	Hs.22941	R20244
700681		Hs.235883	AA283755
290162		Hs.91846	N63286
782161	APPBP2	Hs.84084	AA431206
39722	ERCC2	Hs.99987	R54492
1862614		NA	NA
233783		NA	NA
25520		Hs.104607	R11775
23067	FLJ23209	Hs.235664	R38535
435953	ITPR3	Hs.77515	AA701976
769933	GCN5L2	Hs.101067	AA430506
753860	SLC25A13	Hs.9599	AA410516
1539576		Hs.150780	AI124813
447404	FLJ10569	Hs.5105	AA702327
1034668		Hs.122121	AA779862
2118291	NUP153	Hs.211608	AI568716
1848231	KIAA0135	Hs.79337	AI242902
837891		Hs.243010	AA434092
1554673		Hs.140791	AA935909
47361		Hs.31019	H11005
277229	TLR5	Hs.114408	N41021
1469523		Hs.134350	AA864919
277066		Hs.17404	N39584
257382	C21ORF6	Hs.34136	N30699
356992	HSPC023	Hs.279945	W92963
1563122		Hs.127411	AA954592
1566109		Hs.133909	AI073457
843085	DDX17	Hs.6179	AA486008
320455	DKFZp762L0311	Hs.16520	W04713
809425	MGC2654	Hs.165428	AA442970
1618631		NA	NA
126847		NA	NA
1856361		Hs.154458	AI246375
308466	LOC51128	Hs.279582	N95495
139766	DIO2	Hs.154424	R62138
296492		Hs.34382	N70209
265627		Hs.41528	N22828
301135	TXNL2	Hs.42644	AI822071
YLR143W	ORF	NA	NA
283080	LOC51277	Hs.47225	N51304
277707		Hs.87672	N46888
25030	DKFZP434L1021	Hs.5392	R37616
281892	NT5	Hs.153952	N51851
1942486	LOC51001	Hs.46680	AI202907
544639		Hs.95612	AA074677
62257	RPS8	Hs.151604	AI821026
255651		Hs.109019	N27637
711993	KIAA1382	Hs.298275	AA281497
1583462	APOA1	Hs.93194	AA938940
768452		Hs.9042	AA495921
49229		NA	NA
1642382	KIAA0621	Hs.132942	AI025488
1587698		Hs.128434	AA975427
133150	FLJ12649	Hs.24078	R26444
295137	ASPA	Hs.32042	N71653
503654	SEMA6A	Hs.263395	AA131395
453718		Hs.238760	AA776308
1467954		Hs.125474	AA883558
282865		Hs.47037	N50158
263716	COL6A1	Hs.108885	H99676
1558489		Hs.128682	AA976179
1560923		Hs.128070	AA970841
199645	KIAA0253	Hs.4788	R96527
111492	KIAA0614	Hs.7314	T83302
877613	DCTN1	Hs.74617	AA488168
1543718		Hs.220929	AA922226
843075	H2AFY	Hs.75258	AA486003
753596		Hs.269349	AA478717
730483		Hs.48820	AA412488
1733279		NA	NA
788566	PCP4	Hs.80296	AA452826
343429	KIAA0946	Hs.4014	W67187
1683134		Hs.127723	AI088134
450213	HSPC182	Hs.30026	AA703536
757152	HRIHFB2436	Hs.48433	AA443937
814069		Hs.119400	AA465350
346643		Hs.23575	W74636
266712	CGI-02	Hs.33979	N22901
796161	RBMX	Hs.146381	AA461092
277266		Hs.9095	N34395
795277		NA	NA
1839927		NA	NA
66686	RPL10	Hs.29797	T67270
156033	JAG2	Hs.166154	R72432
1908572		Hs.126465	AI348298
1896026		Hs.150093	AI298567
262834	DKFZp761O0113	Hs.42768	H99959
714210	RY1	Hs.54649	AA293191
1754753		NA	NA
1584849		Hs.271414	AA938999
84295	IL1RN	Hs.81134	T71181
292308		Hs.41181	N68257
548503		NA	NA
1638186		Hs.50150	AI000689
279776	ZNF155	Hs.31324	N49093
1607754	RAB5C	Hs.479	AA989452
2298441	GGPS1	Hs.55498	AI650314
771301		NA	NA
268157		NA	NA
840970	AB026190	Hs.106290	AA486552
1700236		Hs.133049	AI050031
233557	SENP7	Hs.30443	H78372
666156		Hs.87165	AA233565
346292		NA	NA
1638935		Hs.131098	AI016805
772220	PDIR	Hs.76901	AA404387
343569	KIAA0918	Hs.58009	W69435
49472		Hs.22516	H16584
878809	KIAA0930	Hs.13255	AA670419
25984	GDA	Hs.239147	R12516
299093	TAF2A	Hs.1179	N75438
109265	ZNF148	Hs.112180	T81033
449313		NA	NA
773567	PTPN2	Hs.82829	AA428195
745604	BCAR1	Hs.273219	AA626335
1857750		NA	NA
1048889		Hs.122038	AA778549
283956		Hs.63131	N53352
120271	MGC4692	Hs.13561	T96985
365763	HSA277165	Hs.272367	AA025648
1651082	KIAA1376	Hs.24684	AI091540
925943	DKFZP727C091	Hs.43141	AA534579
262927		Hs.108887	H99704
1677102		NA	NA
1560626		Hs.127527	AA952906
1947642		Hs.156395	AI339225
1711612		NA	NA
853975		Hs.182919	AA669531
288741		NA	NA
127192		Hs.20131	R08260
278637		Hs.207684	N62908
1273911		Hs.231172	AA978223
713031	PVRL1	Hs.179999	AA282599
YML068W	ORF	NA	NA
381287	SAG	Hs.32721	AA057232
159182		Hs.124951	H30453
841650	TRIO	Hs.171957	AA487480
194361		NA	NA
712950	ACAD8	Hs.14791	AA282272
30885	KIAA0156	Hs.116875	R17711
1035759		Hs.97628	AA629116
1069386		Hs.269465	AA600341
1506122		Hs.292062	AA905271
884814		Hs.191341	AA669338
230562	KIAA0670	Hs.227133	H75861
292463	ERCC5	Hs.48576	N62586
826236	KIAA0928	Hs.87889	AA521474
YNL154C	ORF	NA	NA
1385417		Hs.136999	AA847111
133225		Hs.24104	R26708
1416035		Hs.148135	AA948041
1290871		Hs.181181	AA894880
594005	FLJ20288	Hs.84045	AA169412
240717		Hs.205017	H78150
323611	FLJ10633	Hs.23467	W44507
461639		Hs.230716	AA705271
626219		Hs.85634	AA188801
1660964		Hs.3813	AI042519
1563143		NA	NA
450859		Hs.188780	AA682623
73009		Hs.10067	T56541
246041	MDS023	Hs.10724	N52373
1581514	JAG2	Hs.166154	AA983882
1606643	CLDN14	Hs.266416	AA995533
810122	PPP4R1	Hs.3382	AA464237
982361		Hs.105541	AA522834
1638554		Hs.131158	AI017265
745101		Hs.116161	AA626364
897636	SEC13L1	Hs.227949	AA496784
345430	PIK3CA	Hs.85701	W72473
298610	ZF5128	Hs.296365	N74284
1855475		Hs.149838	AI287586
2043537	DMP1	Hs.93465	AI371158
290308		Hs.324743	N64474
34778	VEGF	Hs.73793	R19956
1840633		Hs.147741	AI220445
435730		Hs.119549	AA700769
135654		Hs.160550	R31315
178161		NA	NA
504544		NA	NA
1500643	SLC13A1	Hs.124664	AA886292
366114		Hs.13366	AA074622
190991		Hs.101831	H38110
282267	PRO2975	Hs.144477	N51944
586844	RAD17	Hs.16184	AA133547
345090	GL004	Hs.7045	W74362
1010077		Hs.104207	AA259263
175950		NA	NA
1129873	MAPK6	Hs.271980	AA603152
897649	FLJ14127	Hs.301226	AA496747
126851	FLJ11160	Hs.129819	R07198
1738633		NA	NA
229915		NA	NA
2284619	ZNF132	Hs.159468	AI627269
1536991		Hs.7956	AA933888
460798		Hs.119840	AA708152
260216	KIAA0553	Hs.105749	N32095
1493473		NA	NA
1116378		Hs.191808	AA603525
1570311	KIAA0914	Hs.177664	AA932564
123425		Hs.15282	T99650
451256		Hs.192003	AA780059
1839950		Hs.153943	AI142385
703637	RASGRP1	Hs.182591	AA278632
1744502	WNT11	Hs.108219	AI193684
270558	PDCD9	Hs.28555	N33236
1895864	FLJ20262	Hs.5014	AI292138
1884527		Hs.119271	AI216761
37355	KIAA0092	Hs.151791	R35304
1893136		Hs.145968	AI278518
745318		Hs.190719	AA625583
796946	CSPG6	Hs.24485	AA463410
588681	EIF3S5	Hs.7811	AA156135
1570318	GCN5L2	Hs.101067	AA932558
261481	LOC60626	Hs.7393	H98621
898163	SMC2L1	Hs.119023	AA598549
141767		Hs.6594	R69799
344373		Hs.58291	W73161
1618325		NA	NA
784113		NA	NA
795909	LSFR2	Hs.21701	AA460347
854756		Hs.269503	AA630169
417494		Hs.159409	W88646
1838306		Hs.147711	AI219893
758290		Hs.97846	AA401260
1468992		Hs.248246	AA884188
869375	IDH2	Hs.5337	AA679907
897971	COPB	Hs.3059	AA598868
245198	KIAA0130	Hs.23106	N54470
824701	LOC51720	Hs.7889	AA482207
YLR082C	ORF	NA	NA
396350		Hs.296095	AA758375
726558	CSNK1G3	Hs.129206	AA394099
745540		Hs.116140	AA626254
1627959		Hs.25307	AI017211
1917512		Hs.156625	AI344588
431895		Hs.118428	AA678135
901105		Hs.126783	AA502007
323806		Hs.325678	W46341
884414	I-1	Hs.26285	AA773068
1734716		Hs.261727	AI183930
291363	GRLF1	Hs.102548	N72276
1642089		Hs.30936	AI018051
788668		Hs.326048	AA449839
647661		Hs.86227	AA206050
811600	FOXJ1	Hs.93974	AA454609
1657840		Hs.130544	AI039046
488025	LOC51595	Hs.30303	AA053288
845604	KIAA0800	Hs.118738	AA644335
753361	KIAA0871	Hs.7972	AA406530
1891527		Hs.144971	AI279679
489850		Hs.109087	AA099330
140240		Hs.31141	R66781
2016414	DLST	Hs.250801	AI363904
1642826	KIAA0506	Hs.131454	AI024035
1034558		NA	NA
814041		Hs.14355	AA465485
22866	LOC51104	Hs.124831	R38547
2028621	FLJ20356	Hs.61053	AI261362
1554549	HAGH	Hs.155482	AA931043
1911625		Hs.145725	AI268606
1897592	EIF2S3	Hs.211539	AI301753
824352	RAD23B	Hs.178658	AA489678
784093	RRN3	Hs.110103	AA443853
462117		Hs.159452	AA705384
1893766		Hs.207955	AI280237
954364		Hs.292716	AA524658
726523		NA	NA
783681	UREB1	Hs.3383	AA446600
840788	TMSB10	Hs.76293	AA486085
257111	HSD17B4	Hs.75441	N26829
843321	KRT7	Hs.23881	AA485959
48033		Hs.23606	H11760
665500		Hs.61779	AA195255
1620022		Hs.169838	AA993736
YOR099W	ORF	NA	NA
68652	FLJ20538	Hs.194637	T49823
743362		Hs.111099	AA400385
838807		Hs.19210	AA457681
126284		NA	NA
1627642	DKFZp434B1222	Hs.121407	AI014712
1735025		NA	NA
1579099		NA	NA
78695	RANBP7	Hs.5151	T61744
1682875	HYPE	Hs.234961	AI167667
207274	IGF2	Hs.251664	H59614
2012234	RPGR	Hs.153614	AI356712
768507	KIAA1025	Hs.4084	AA425079
250786		Hs.46833	H97245
1754133		Hs.304478	AI204220
784013		Hs.98771	AA431917
838692	KIAA0733	Hs.109727	AA457253
113048	KIAA1436	Hs.300591	T83630
172783	FLJ10390	Hs.133475	H19708
295650		Hs.14808	N66857
838853		Hs.190150	AA464887
813276	TP63	Hs.137569	AA455929
1473146		NA	NA
501516		Hs.71584	AA135595
433571	GNG7	Hs.127828	AA701654
450998		Hs.221248	AA704268
739578	C4.4A	Hs.11950	AA476961
826574	DLG1	Hs.154294	AA521155
1650597	KIAA0483	Hs.64691	AI023946
123932		Hs.142736	R01607
1635538	SDC1	Hs.82109	AI015641
196636		Hs.35066	R93007
384013		NA	NA
770866	PRO0899	Hs.8254	AA434390
812197	KIAA1383	Hs.160373	AA455422
244146	APAF1	Hs.77579	N51014
594973		Hs.165195	AA171992
196551		Hs.278733	R91573
85097		NA	NA
417783	COIL	Hs.966	W88706
854696	SIAHBP1	Hs.74562	AA630094
244121	HSPC070	Hs.279474	N51009
384081	PIG8	Hs.286027	AA702548
814815	PKP4	Hs.152151	AA455261
1466837		NA	NA
1456024	NUDT3	Hs.4815	AA862390
325033		Hs.42311	W46964
129332	MEG3	Hs.112844	R11658
723856		Hs.194107	AA235329
1739611		Hs.146602	AI140268
449328		NA	NA
323989	TFDP1	Hs.279576	W46439
627401	GG2-1	Hs.17839	AA190434
1644704		Hs.132373	AI026735
432625		Hs.163432	AA699457
462968		Hs.183953	AA682430
897670		Hs.84775	AA496746
1031072	KIAA1105	Hs.23440	AA610064
1034465		Hs.27189	AA779715
2237353	GAL	Hs.1907	AI623173
2017171	PTPNS1	Hs.156114	AI363143
809567	FLOT1	Hs.179986	AA455790
713382	PCTK1	Hs.171834	AA283125
1642638		Hs.131439	AI023806
788493	TRAM	Hs.4147	AA452556
592125	RIPK1	Hs.296327	AA143087
771260	KIAA0913	Hs.65135	AA443585
506270	SUPT5H	Hs.70186	AA706107
814341	DAPP1	Hs.62643	AA459123
2325609	MCM7	Hs.77152	AI688220
155717	CD79B	Hs.89575	R72079
704284		Hs.60878	AA279426
415046	FLJ22795	Hs.288390	W93108
428928		NA	NA
79632	KPNB3	Hs.113503	T62493
124893		Hs.203349	R06120
645913	PRSS15	Hs.278614	AA196517
502568		Hs.62713	AA126599
139331	FLJ13910	Hs.75277	R63731
504661	NSAP1	Hs.155489	AA142968
239951	MDM2	Hs.170027	H79860
810671	MYL5	Hs.170482	AA463986
814798	ALDH6	Hs.75746	AA455235
2157281	NMBR	Hs.79042	AI476439
194006		Hs.268911	H51255
1868579	DUSP9	Hs.144879	AI261807
202919	DKFZp762N0610	Hs.284146	H54093
1618174		Hs.57868	AA992215
381107		NA	NA
272632	FLJ00023	Hs.23450	N32274
745417		Hs.8312	AA625853
1581839	AKAP11	Hs.232076	AA970151
66400	FLJ21603	Hs.129691	T66929
200018	TCL1A	Hs.2484	R97095
1461070		Hs.126022	AA890147
460566		Hs.298107	AA700298
825698	TACC1	Hs.173159	AA504816
277003	HSPC065	Hs.11614	N34967
280740	IRLB	Hs.135202	N50544
1711577		Hs.308043	AI129859
435443		Hs.189282	AA701489
788232		Hs.8026	AA454079
22759	SEC15L	Hs.110454	R38540
486221	VDAC1	Hs.149155	AA044059
815081		Hs.97103	AA465191
66454	GAS2	Hs.129818	R15728
132954	KIAA0923	Hs.22587	R24450
743519	REQ	Hs.13495	AA609415
1897696		Hs.148333	AI302347
246035	BLVRB	Hs.76289	N55540
1468533		Hs.125567	AA884270
1846197		Hs.149012	AI243250
109179	SP2	Hs.77031	T81103
1456462		Hs.270506	AA863016
550003		Hs.148691	AA082691
1555740	RPL29	Hs.183698	AI081539
277073	MAP7	Hs.146388	N34290
291185		Hs.7037	N67702
854746	CDC42	Hs.146409	AA630164
2062586	F2RL3	Hs.137574	AI344017
247986		Hs.47702	N53758
1898619		Hs.39122	AI340029
809939	MAPK3	Hs.861	AA454819
839527		Hs.48948	AA489881
768171		Hs.173108	AA424846
341316	HTATSF1	Hs.171595	W57951
1292225		Hs.220957	AA705911
31486		Hs.22112	R20990
205581		NA	NA
1628280		Hs.131206	AI017873
128668		Hs.106510	R16503
358936		Hs.323445	W92232
454083	TMPO	Hs.11355	AA676998
80715	VAMP8	Hs.172684	T62963
509569	DUSP10	Hs.177534	AA056608
1048724		Hs.112874	AA620632
1374761		Hs.326089	AA826148
1455602	CTBP2	Hs.171391	AA863116
1661759		Hs.146952	AI168776
2313749	CLCA2	Hs.241551	AI675394
754040		Hs.29467	AA479060
1626147		Hs.116122	AI005167
136744	SPOP	Hs.129951	R35230
144793		Hs.28507	R76274
417393		NA	NA
1460543	MOCS3	Hs.159410	AA897418
33826	MAP2K1	Hs.3446	R19938
128243	ADK	Hs.94382	R12473
23658		NA	NA
173839		NA	NA
32598		NA	NA
588039		Hs.171971	AA134949
435572		Hs.114079	AA701924
1601869		Hs.129167	AA989238
196539	CBFA2T1	Hs.31551	R91568
195139		Hs.318786	R91270
450131	HARP	Hs.16933	AA703440
1466409	FLJ12505	Hs.125741	AA885478
214068	GATA3	Hs.169946	H72474
254015		NA	NA
589153		NA	NA
416782		Hs.269172	W86759
341328	TPM1	Hs.77899	W58009
1909585		Hs.193478	AI348689
770260		Hs.98801	AA434243
1733339		Hs.192128	AI190728
220077		Hs.288925	H82531
810036	NCOA2	Hs.29131	AA455270
824719	UBQLN1	Hs.9589	AA488763
432611		Hs.193213	AA699443
452916		Hs.120379	AA778851
1911474		NA	NA
1033509		Hs.121689	AA772975
118078		Hs.159306	AI820514
1915913	CLIC2	Hs.54570	AI311800
502177	MYH11	Hs.78344	AA126989
814260	FVT1	Hs.74050	AA458992
840836		Hs.171618	AA486253
773527	FLJ21816	Hs.86434	AA428136
1903067	C21ORF18	Hs.50748	AI246570
136324		Hs.284275	R33482
810939	FLJ22169	Hs.323363	AA459390
824378		Hs.145053	AA489697
42924		Hs.58582	R60053
49560	CAPN1	Hs.2575	H15456
1843430		Hs.144988	AI222015
1741473		Hs.269973	AI193133
347670		Hs.14333	W81353
487429		Hs.25459	AA046525
292222	PDX1	Hs.74642	N62460
757489	TUBA2	Hs.98102	AA426374
346834	FLJ10618	Hs.42484	W78011
259870		Hs.44098	N29850
505030		NA	NA
788317	TIAM2	Hs.12598	AA450024
525478	C21ORF45	Hs.49932	AA065042
810551	LRP1	Hs.89137	AA464566
269269	TGFBR3	Hs.79059	N26658
824756		Hs.163295	
1424961		NA	NA
1909826		Hs.283526	AI350072
269752	ZAK	Hs.115175	N24807
491244	FLJ20371	Hs.267566	AA148779
1901824	HSPC207	Hs.75798	AI302973
1031497		Hs.181451	AA609246
343607	LOC55829	Hs.32148	W69583
130788	TOP2B	Hs.75248	R22050
1752421		Hs.145158	AI150209
1584134		Hs.269737	AA972712
1602007		Hs.127196	AA988580
362808		Hs.59956	AA018479
731337		Hs.98258	AA416782
770804	TRAF2	Hs.200526	AA427617
1504966		NA	NA
810927	RFXANK	Hs.296776	AA459311
271748	RBMS1	Hs.241567	N31587
160664	RET	Hs.287270	H24956
1733590		Hs.128374	AI190157
882402	KIAA0692	Hs.100729	AA676578
111750		Hs.15702	T84772
242682		Hs.117963	H93542
140921	DKFZP564A122	Hs.187991	R66585
1049214		Hs.112881	AA620707
1293034		Hs.143597	AA683356
178818	APXL	Hs.2391	H49454
783465		Hs.292686	AA468479
136991		Hs.21758	R35860
429322		Hs.237617	AA007308
YNL175C	ORF	NA	NA
302369	NCK1	Hs.54589	N90137
53092		NA	NA
199709		Hs.187622	R96645
884692	TCEB2	Hs.172772	AA630017
796646	ODC1	Hs.75212	AA460115
377736	SLAP	Hs.4007	AA776944
489894		Hs.69658	AA115211
796156		Hs.272006	AA461080
1474174	MMP2	Hs.111301	AA936799
1557408		Hs.123525	AA916297
1705636	BCRP2	Hs.284294	AI143205
1856726		Hs.137475	AI242542
1752170		Hs.145118	AI149638
115281	CD79A	Hs.79630	T86934
1552049	KIAA1073	Hs.181326	AA933721
810093		Hs.178207	AA464965
202703		Hs.141211	H53552
361656	FLJ22548	Hs.103267	W96184
1468074		NA	NA
704519	HMGCS1	Hs.77910	AA279532
287345		Hs.49605	N69066
884418	MYO5B	Hs.172506	AA773070
207288	INSIG1	Hs.56205	H59620
44377		Hs.101654	H06497
127729		Hs.20373	R09510
1625693		Hs.130617	AI005069
815161	ZNF38	Hs.155470	AA481143
1007223		NA	NA
730528		Hs.98154	AA412418
1711981		Hs.132543	AI128486
243546	FLJ10262	Hs.106283	N49280
363058	CLCN4	Hs.199250	AA019316
916856		NA	NA
415180		Hs.50426	W91887
247276		NA	NA
416361		Hs.58924	W86853
700332	FLJ22251	Hs.289064	AA283710
109049	KIAA1681	Hs.42656	T80942
144849		Hs.289092	R78490
78844		NA	NA
815586		Hs.294142	AA456844
2028847		Hs.263671	AI263095
1637840		Hs.133889	AI075326
51783	LOC51243	Hs.267263	H23434
34745		Hs.22799	R19622
743818		Hs.116829	AA634374
450868		Hs.117278	AA682660
1708905	228981	NA	NA
357037		Hs.38034	W92766
