Accession	Title	Type	Organism	Assays	Release Date	Processed Data	Raw Data	Present in Atlas	ArrayExpress URL
E-MEXP-836	Transcription profiling of human neuroblastoma cells grown at 1, 5, or 21% oxygen and harvested at seven time points between 0 and 72 hours	transcription profiling by array	Homo sapiens	21	2007-06-12	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-836/E-MEXP-836.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-836/
E-MEXP-858	Transcription profiling time series of human mesenchymal stem cells after induction of differentiation	transcription profiling by array	Homo sapiens	15	2008-09-08	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-858/E-MEXP-858.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-858/E-MEXP-858.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-858/
E-MEXP-868	Transcription profiling of human THP-1 cells in response to treatment with lipo-polysaccharide for 1 or 4 hours	transcription profiling by array	Homo sapiens	8	2006-09-29	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-868/E-MEXP-868.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-868/
E-MEXP-941	Transcription profiling by array of human duodenal mucosa after treatment with glutamine or glucose	transcription profiling by array	Homo sapiens	32	2007-12-06	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-941/E-MEXP-941.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-941/E-MEXP-941.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-941/
E-MEXP-1006	Transcription profiling time series of finite life span and immortal non-malignant human mammary epithelial cell lines	transcription profiling by array	Homo sapiens	12	2007-03-15	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1006/E-MEXP-1006.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1006/E-MEXP-1006.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1006/
E-MEXP-1014	Transcription profiling  by array of two human colon cancer cell lines treated with n-3 PUFA docosahexaenoic acid for 3 different time points	transcription profiling by array	Homo sapiens	36	2008-04-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1014/E-MEXP-1014.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1014/E-MEXP-1014.raw.1.zip	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1014/
E-MEXP-1130	Transcription profiling time series of human epithelial cells during development	transcription profiling by array	Homo sapiens	15	2009-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1130/E-MEXP-1130.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1130/E-MEXP-1130.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1130/
E-MEXP-1171	Transcription profiling by array of human colorectal carcinoma cell line HCT116 treated with SN38 (7-ethyl-10-hydroxy-20(S)-camptothecin)and sampled at 3 timepoints	transcription profiling by array	Homo sapiens	15	2007-11-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1171/E-MEXP-1171.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1171/E-MEXP-1171.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1171/
E-MEXP-1194	Transcription profiling by array of human colorectal cancer epithelial (HCT116) p53 null cells treated with SN38 for 6, 12 and 24h	transcription profiling by array	Homo sapiens	12	2007-11-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1194/E-MEXP-1194.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1194/E-MEXP-1194.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1194/
E-MEXP-1216	Transcription profiling of human adipose derived stem cells before induction and at two time points after induction of differentiation	transcription profiling by array	Homo sapiens	65	2007-10-10	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1216/E-MEXP-1216.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1216/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1216/
E-MEXP-1220	Transcription profiling by array of human T24 bladder cancer cells in response to hypericin-mediated photodynamic therapy in the absence or presence of the p38 MAPK inhibitor PD169316	transcription profiling by array	Homo sapiens	16	2007-10-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1220/E-MEXP-1220.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1220/E-MEXP-1220.raw.1.zip	Yes	http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1220/
E-MEXP-1226	Transcription profiling of human foreskin fibroblasts grown as multicellular spheroids or as a monolayer	transcription profiling by array	Homo sapiens	10	2009-12-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1226/E-MEXP-1226.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1226/E-MEXP-1226.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1226/
E-MEXP-1243	Transcription profiling by array of human prostate from patients with a previous diagnosis of Prostatic Intraepithelial Neoplasia and following consumption of high glucosinolate broccoli or peas to investigate interactions with the GSTM1 genotype	transcription profiling by array	Homo sapiens	81	2008-07-16	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1243/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1243/
E-MEXP-1283	Transcription profiling of human CD34+ mononuclear cells from individuals with or without Hodgkins lymphoma, cultivated under conditions of granulocyte differentiation	transcription profiling by array	Homo sapiens	8	2008-05-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1283/E-MEXP-1283.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1283/E-MEXP-1283.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1283/
E-MEXP-1372	Transcription profiling of human colon Caco2 cells treated with extracts from broccoli that had been cooked for different lengths of time	transcription profiling by array	Homo sapiens	12	2008-09-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1372/E-MEXP-1372.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1372/E-MEXP-1372.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1372/
E-MEXP-1389	Transcription profiling by array of human HL60 cells treated with eicosapantaenoic acid (EPA) to investigate the effect on the signalling pathways involved in growth arrest/apoptosis	transcription profiling by array	Homo sapiens	18	2008-11-11	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1389/E-MEXP-1389.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1389/E-MEXP-1389.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1389/
E-MEXP-1437	Transcription profiling of human 239T cells expressing wild type or mutant forms of gammaherpesvirus transactivator RTA	transcription profiling by array	Homo sapiens	16	2010-06-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1437/E-MEXP-1437.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1437/E-MEXP-1437.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1437/
E-MEXP-1512	Transcription profiling of human bronchial epithelial cells following exposure to whole cigarette smoke	transcription profiling by array	Homo sapiens	54	2009-03-11	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1512/E-MEXP-1512.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1512/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1512/
E-MEXP-1599	Transcription profiling of human A549 lung epithelial cells exposed to acrolein shows activation of early growth response genes dominate transcriptional responses	transcription profiling by array	Homo sapiens	12	2008-06-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1599/E-MEXP-1599.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1599/E-MEXP-1599.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1599/
E-MEXP-1691	Transcription profiling of human HCT116 parental cells treated with 5-FU or SN38 and non-treated parental cells, 5-FU resistant and SN39 resistant cells	transcription profiling by array	Homo sapiens	15	2009-03-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1691/E-MEXP-1691.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1691/E-MEXP-1691.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1691/
E-MEXP-1786	Transcription profiling by array of irradated and non-irradiated human K562 human erythroleukemic cells to study the effect of ionizing radiation and the bystander effect	transcription profiling by array	Homo sapiens	8	2009-12-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1786/E-MEXP-1786.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1786/E-MEXP-1786.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1786/
E-MEXP-1800	Transcription profiling time series of human endothelial cells invading into a three-dimensional collagen matrix	transcription profiling by array	Homo sapiens	12	2008-10-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1800/E-MEXP-1800.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1800/
E-MEXP-1826	Transcription profiling time series of human CD34+ stem cells differentiating into macrophage-like cells	transcription profiling by array	Homo sapiens	14	2008-10-15	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1826/E-MEXP-1826.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1826/
E-MEXP-1845	Transcription profiling of human embyronic kidney cells and mouse L929 cells grown in culture with microspheres	transcription profiling by array	Homo sapiens, Mus musculus	8	2008-12-20	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1845/E-MEXP-1845.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1845/
E-MEXP-1989	Transcription profiling of human brain endothelial cells treated with TNF then incubated with platelets, P.falciparum-parasited red blood cells or normal red blood cells	transcription profiling by array	Homo sapiens	72	2009-01-15	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1989/E-MEXP-1989.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1989/E-MEXP-1989.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1989/
E-MEXP-1997	Transcription profiling of human mesenchymal stromal cells to reveal senescence associated gene expression changes	transcription profiling by array	Homo sapiens	12	2009-12-31	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1997/E-MEXP-1997.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-1997/E-MEXP-1997.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-1997/
E-MEXP-2010	Transcription profiling by array of human colon cancer cells after treatment with docosahexaenoic acid	transcription profiling by array	Homo sapiens	22	2009-06-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2010/E-MEXP-2010.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2010/E-MEXP-2010.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2010/
E-MEXP-2035	Transcription profiling of human breast cancer samples kept at room temperature for different lengths of time before freezing	transcription profiling by array	Homo sapiens	64	2009-12-02	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2035/E-MEXP-2035.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2035/
E-MEXP-2069	Transcription profiling of blood from Gulf War Illness sufferers and control veterans before and during exercise	transcription profiling by array	Homo sapiens	60	2009-02-24	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2069/E-MEXP-2069.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2069/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2069/
E-MEXP-2128	Transcription profiling by array of human liver after treatment with flucloxacillin	transcription profiling by array	Homo sapiens	24	2009-12-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2128/E-MEXP-2128.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2128/E-MEXP-2128.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2128/
E-MEXP-2129	Transcription profiling of human SupT1 cells 6 to 60 hours after HHV-6B infection without inhibitors	transcription profiling by array	Homo sapiens	11	2010-04-05	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2129/E-MEXP-2129.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2129/E-MEXP-2129.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2129/
E-MEXP-2130	Transcription profiling of HHV-6B viral genes from infected human CD4+ cells in the presence of DNA synthesis inhibitor	transcription profiling by array	Homo sapiens	13	2009-08-07	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2130/E-MEXP-2130.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2130/E-MEXP-2130.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2130/
E-MEXP-2179	Transcription profiling by array of human MOLT4 cells after treatment with actinomycin D	transcription profiling by array	Homo sapiens	7	2009-06-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2179/E-MEXP-2179.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2179/E-MEXP-2179.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2179/
E-MEXP-2361	Transcription profiling of human lymphocyte proliferation of peripheral blood mononuclear cells (PBMCs) in vitro time course	transcription profiling by array	Homo sapiens	21	2010-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2361/E-MEXP-2361.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2361/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2361/
E-MEXP-2528	Transcription profiling by array of human acute myeloid leukemia cell line OCI/AML2 after treatment with ivermectin	transcription profiling by array	Homo sapiens	3	2010-01-06	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2528/E-MEXP-2528.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2528/
E-MEXP-2571	Transcription profiling by array of human blood in dairly product consumption time series	transcription profiling by array	Homo sapiens	48	2012-03-13	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2571/E-MEXP-2571.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2571/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2571/
E-MEXP-2574	Transcription profiling by array of human HepG2 cells treated with false positive genotoxins, true genotoxins and non-genotoxins	transcription profiling by array	Homo sapiens	90	2011-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2574/E-MEXP-2574.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2574/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2574/
E-MEXP-2577	Transcription profiling by array of human CD14 positive monocyte derived macrophages treated with lipopolysaccharide for 2 or 6 hours	transcription profiling by array	Homo sapiens	6	2011-02-02	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2577/E-MEXP-2577.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2577/
E-MEXP-2596	Transcription profiling by array of human embryonic stem cell line H9 in response to ionizing radiation	transcription profiling by array	Homo sapiens	16	2011-05-04	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2596/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2596/
E-MEXP-2599	Transcription profiling by array of human renal proximal tubular cell cultures treated with nephrotoxins	transcription profiling by array	Homo sapiens	24	2011-02-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2599/E-MEXP-2599.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2599/E-MEXP-2599.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2599/
E-MEXP-2623	Transcription profiling of human cell lines K562, Me45 and HCT116 with or without p53 knock-out to study the effect of ionizing radiation	transcription profiling by array	Homo sapiens	28	2010-09-28	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2623/E-MEXP-2623.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2623/E-MEXP-2623.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2623/
E-MEXP-2627	Transcription profiling by array of human Jurkat T cells either over-expressing miR-146a or with miR-146a knockdown	transcription profiling by array	Homo sapiens	3	2010-03-24	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2627/E-MEXP-2627.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2627/E-MEXP-2627.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2627/
E-MEXP-2645	Transcription profiling by array of human tongue carcinoma cells after treatment with Emdogain or TGF-beta1	transcription profiling by array	Homo sapiens	15	2010-04-30	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2645/E-MEXP-2645.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2645/E-MEXP-2645.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2645/
E-MEXP-2709	Transcription profiling by array of human cell lines expressing high levels of tamoxifen-induced DDIT3	transcription profiling by array	Homo sapiens	18	2010-09-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2709/E-MEXP-2709.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2709/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2709/
E-MEXP-2779	Transcription profiling by array of human blood and adipose tissue from obese men in a time series	transcription profiling by array	Homo sapiens	26	2010-10-15	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2779/E-MEXP-2779.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2779/E-MEXP-2779.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2779/
E-MEXP-2817	Transcription profiling by array of human HepG2 cells treated with TCDD	transcription profiling by array	Homo sapiens	18	2011-07-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2817/E-MEXP-2817.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2817/E-MEXP-2817.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2817/
E-MEXP-2993	Transcription profiling by array of human esophageal adenocarcinoma OE33 cells treated with procyanidin	transcription profiling by array	Homo sapiens	15	2011-06-16	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-2993/E-MEXP-2993.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-2993/
E-MEXP-3046	Osteoblast differentiation of human bone marrow and umbilical cord mesenchymal stem cells	transcription profiling by array	Homo sapiens	48	2011-01-15	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3046/E-MEXP-3046.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3046/E-MEXP-3046.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3046/
E-MEXP-3080	MicroRNA profiling by array of human umblical cord mesenchymal stem cell osteogenic differentiation	transcription profiling by array	Homo sapiens	24	2011-07-31	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3080/E-MEXP-3080.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3080/
E-MEXP-3244	Comparative Expression of Human-Mouse Syntenic Genes during Osteoblastic Differentiation of Bone Marrow Mesenchymal Stem Cells	transcription profiling by array	Homo sapiens, Mus musculus	60	2010-06-22	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3244/E-MEXP-3244.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3244/E-MEXP-3244.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3244/
E-MEXP-3262	FOXO3a and beta-catenin transcriptional profile in human colon cancer cell line DLD1	transcription profiling by array	Homo sapiens	24	2012-05-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3262/E-MEXP-3262.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3262/E-MEXP-3262.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3262/
E-MEXP-3340	Transcription profiling by array of human adipose-derived stem cells to study the influence of cell-secreted ECM on the osteogenic differentiation process	transcription profiling by array	Homo sapiens	38	2012-01-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3340/processed/	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3340/E-MEXP-3340.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3340/
E-MEXP-3366	Unraveling the global microRNAome responses to ionizing radiation in human embryonic stem cells	transcription profiling by array	Homo sapiens	16	2012-07-04	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3366/E-MEXP-3366.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3366/
E-MEXP-3410	Transcription profiling by array of human PBMCs incubated with anti-CD3 and anti-CD28 with or without PDL1	transcription profiling by array	Homo sapiens	14	2012-04-01	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3410/E-MEXP-3410.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3410/
E-MEXP-3445	Transcription profiling by array of human T84 colonic adenocarcinoma cells co-incubated with L. fermentum or L. gasseri to study the beneficial effects of probiotic bacteria in enhancing epithelial barrier integrity	transcription profiling by array	Homo sapiens	9	2012-02-10	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3445/E-MEXP-3445.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3445/E-MEXP-3445.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3445/
E-MEXP-3487	Transcription profiling by array of human ductal breast epithelial tumour cell line T47D treated with rapamycin, 3-methyladenine and DMSO vehicle in a time series (1, 8, 24 and 48h)	transcription profiling by array	Homo sapiens	33	2012-01-11	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3487/E-MEXP-3487.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3487/E-MEXP-3487.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3487/
E-MEXP-3521	Transcription profiling by array of human dendiritc cells and macrophages stimulated with Mycobacterium tuberculosis	transcription profiling by array	Homo sapiens	72	2011-09-28	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3521/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3521/
E-MEXP-3544	Transcription profiling by array of human malignant melanoma cell line, A375, following interferon-gamma-induced gene transcription	transcription profiling by array	Homo sapiens	20	2012-08-24	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3544/E-MEXP-3544.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3544/
E-MEXP-3583	Transcription profiling by array of human lung epithelial cells after exposure to nanosilver	transcription profiling by array	Homo sapiens	12	2012-04-16	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3583/E-MEXP-3583.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3583/E-MEXP-3583.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3583/
E-MEXP-3662	Transcription profiling by array of human MCF7 cell lines to investigate GDNF-RET signaling as a target in aromatase inhibitor resistant breast cancers	transcription profiling by array	Homo sapiens	30	2013-01-17	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3662/E-MEXP-3662.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3662/E-MEXP-3662.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3662/
E-MEXP-3709	M Costa endothelial diff protocol	transcription profiling by array	Homo sapiens	12	2012-11-01	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3709/E-MEXP-3709.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3709/E-MEXP-3709.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3709/
E-MEXP-3720	Transcription profiling by array of human A375 melanoma cell line (ATCC, CRL-1619) to investigate the dynamic regulation and co-regulation of miRNAs and mRNAs	transcription profiling by array	Homo sapiens	17	2013-01-23	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3720/E-MEXP-3720.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3720/
E-MEXP-3850	Transcription profiling by array of venous blood samples from paediatric patients with clinical meningococcal sepsis over a 48-hour time-course	transcription profiling by array	Homo sapiens	29	2013-04-03	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3850/E-MEXP-3850.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3850/
E-MEXP-3936	Transcription profiling by array of peripheral blood mononuclear cells from healthy males after reduced sleep	transcription profiling by array	Homo sapiens	39	2013-12-12	Data is not available	http://www.ebi.ac.uk/arrayexpress/files/E-MEXP-3936/E-MEXP-3936.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MEXP-3936/
E-MIMR-102	Transcription profiling of human lung adenocarcinoma A549 cells treated with vehicle (DMSO) or Etoposide (ETOP, 10 uM ), Benzo(a)pyrene Cryptolepineand 2-Amino-1-methyl-6-phenylimidazo [4,5-b]pyridine for 6 h, 16 h, 24 h, 48 h and 72 h	transcription profiling by array	Homo sapiens	23	2006-06-01	http://www.ebi.ac.uk/arrayexpress/files/E-MIMR-102/E-MIMR-102.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-MIMR-102/
E-MIMR-341	Transcription profiling of human CD4CD45RO T-cells stimulated with interleukin-2, interleukin-6 or TNF-alpha and harvested at 24, 72 or 144 hours or stimulated with anti-CD3 antibodies and harvested at 24 hours	transcription profiling by array	Homo sapiens	5	2008-06-01	http://www.ebi.ac.uk/arrayexpress/files/E-MIMR-341/E-MIMR-341.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MIMR-341/E-MIMR-341.raw.1.zip		http://www.ebi.ac.uk/arrayexpress/experiments/E-MIMR-341/
E-MTAB-11	Transcription profiling of peripheral blood mononuclear cells taken from rheumatoid arthritis patients before and after treatment with Ethanercept (Enbrel)	transcription profiling by array	Homo sapiens	88	2010-04-22	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-11/E-MTAB-11.processed.1.zip	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-11/raw/		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-11/
E-MTAB-70	Transcription profiling time series of lymphocytes from patients with B chronic lymphocytic leukemia treated with fludarabine to identify a signature of drug resistance	transcription profiling by array	Homo sapiens	79	2009-11-28	http://www.ebi.ac.uk/arrayexpress/files/E-MTAB-70/E-MTAB-70.processed.1.zip	Data is not available		http://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-70/
